mission,title,subtitle,author,type,desc
Relationships,Braving the Wilderness,The Quest for True Belonging and the Courage to Stand Alone,Brené Brown,Philosopher's Notes,"Brené Brown is one of the world’s most beloved teachers. We’ve covered two of her other #1 NY Times bestselling books: Daring Greatly and The Gifts of Imperfection. This book is all about helping us navigate our quests for true belonging—that sense of connection to yourself and to others that’s authentic, vulnerable, and courageous. First step: We need to know that it requires a trip into the hero’s forest of the unknown. Which demands “braving the wilderness.” Big Ideas we explore include deepening our understanding of that quest to true belonging, embracing paradox, the 4 practices of true belonging, how to deal with life’s challenges, and writing yourself a permission slip to be YOU."
Relationships,How to Win Friends and Influence People,,Dale Carnegie,Philosopher's Notes,"Dale Carnegie wrote this book in 1937. The publisher originally only printed 5,000 copies. It was an immediate best seller and went on to sell over 30 million copies. I’ve always had a very strong allergy to the idea of “networking” and trying to “win friends” and/or “influence people” so this one never quite resonated but I loved it. It’s packed with Big Ideas on how to Optimize our relationships and, perhaps in the process, win some more friends and influence some people as better humans and leaders. We explore: The #1 indispensable quality you need for Optimizing, Principle #1 of How to Win Friends (Never criticize!!), how to make a great first impression, the Golden Rule (you living it), what to do when you make a mistake, and what to think when you meet people today!"
Relationships,The Charisma Myth,How Anyone Can Master the Art and Science of Personal Magnetism,Olivia Fox Cabane,Philosopher's Notes,"Charisma. The idea that you’re either one of the lucky few born with it or not is a MYTH. Fact is: We can all cultivate our personal magnetism. In this fun, quick-reading, compelling book, Olivia Fox Cabane walks us through the practical application of the art and science of deliberately dialing our charisma up. Big Ideas we cover: The Big 3 of charisma: Presence + Power + Warmth (and how to boost each), what gets in the way (and what to do about it), the power of visualization (#1 tip) and more."
Relationships,Falling in Love vs. STANDING in Love,,,+1s,It’s pretty easy to FALL in love.
Relationships,Stoic Love Advice,,,+1s,"As we discussed not too long ago, I recently had an epic party with some Stoics."
Relationships,Relationship Bid Math,,,+1s,"In our last +1, we talked about being Efficient vs. Effective."
Relationships,Bid Math Part 2,,,+1s,"In our last +1, we hung out with Jon Gottman and learned that successful marriages feature partners responding to one another’s bids. (Did you do your quick, napkin Relationship Bid Math?)"
Relationships,To Say “I Love You”,,,+1s,"In our last +1, we hung out with Emerson and practiced our Squeezy-eze."
Relationships,The iPhone Effect,,,+1s,Have you ever heard of “The iPhone Effect”?
Relationships,Celebratory Love,,,+1s,In the last couple +1s we talked about the power of Gratitude and Grateful Flow.
Relationships,Repairing Relationships,,,+1s,In our last +1 we chatted about the difference between FALLING in love and STANDING in love.
Relationships,Deep Love Time Blocks,,,+1s,We’ve talked a ton about Deep Work and going Deep in general.
Relationships,Fingers and Lectures,,,+1s,"Please extend your pointer finger and shake it as if you’re lecturing someone — saying something like, “You shouldn’t do this, this and this! Do that, that and that!”"
Relationships,There Are No Perfect Relationships,,,+1s,"A couple +1s ago, we talked about Hero Jessica’s kind words and then had fun talking about Mr. Anonymous Troll Guy as well. 🤓"
Relationships,Encourage,,,+1s,"Not too long ago, we talked about the shiny new Heroic Virtue Meditation we’re working on as part of our Heroic Coach program."
Relationships,Encourage - Part 2,,,+1s,"In our last +1, I made the case for why the virtue of encouragement should be elevated to its proper status in the pantheon of how to best express our love for people in our lives."
Relationships,Jesus on Motes and Beams,,,+1s,"In our last +1, we talked about lint on the projector’s lens and the fact that, as per Byron Katie, “every perceived problem appearing ‘out there’ is really nothing more than a misperception within your own thinking.”"
Relationships,Prescribing Medicine for Your Neighbor,,,+1s,"In our last +1, Jesus joined the party and helped us take the BEAM out of our own eye rather than point out the sawdust in everyone else’s eyes."
Relationships,“How Am I THAT?”,,,+1s,"Continuing our exploration of using interpersonal challenges as fuel for our flames and brightness, let’s talk a little more about how to alchemize interactions with challenging people people we perceive to be challenging."
Relationships,Active Love,,,+1s,"Here’s another really powerful tool from The Tools guys, Phil Stutz and Barry Michels."
Relationships,The Science of Self-Compassion,,,+1s,"As we go ALL IN on optimizing our lives, it’s easy to get overwhelmed."
Relationships,How to Get Super Shiny,,,+1s,"In our last +1, we had fun applying Rumi’s wisdom that God turns us from one feeling to another so we have two wings to fly and not one."
Relationships,Practice What You Preach,,,+1s,The other day Alexandra and I were on a walk with Eleanor when we saw a dog that appeared to be lost. It had a collar and was acting sweet but a little scared.
Relationships,How to Child-Proof Cover Your Trigger Buttons,,,+1s,"In our last +1, we talked about shadows and attending your own lectures."
Relationships,Love 2.0 (vs. Love 1.0),,,+1s,Barbara Fredrickson is one of the world’s leading positive psychologists. She wrote a book called Love 2.0 in which she challenges us to upgrade our Love OS.
Relationships,Vulnerability Hangovers,,,+1s,Brené Brown tells us that what we all really want from other people is for them to be authentic. And that means we need them to be vulnerable.
Relationships,Other Image 101,,,+1s,"In Self-Image 101, we talked about how to create the most heroically awesome version of yourself by integrating the “Optimus” you and the “en*theos” you into the “Hērōs” you."
Relationships,Rat Poison,,,+1s,Pema Chödrön tells us that being mad at someone and holding a grudge is kinda like eating rat poison and thinking the rat will die.
Relationships,The Golden (+ Platinum!) Rule,,,+1s,We’ve all heard of the Golden Rule.
Relationships,Love 0.0 + 1.0 + 2.0 + 3.0,,,+1s,"In our last few +1s, we talked about MMA Champ Champs, Olympic pankration fighters and Teddy Roosevelt’s Heroes in the Arena."
Relationships,Love Kryptonite,,,+1s,"In our last +1, we talked about Love. Specifically, we talked about Love 0.0. Love 1.0. Love 2.0. And, Love 3.0."
Relationships,Looking for Love (2.0),,,+1s,"As we’ve discussed, I absolutely love Love 2.0 by Barbara Fredrickson."
Relationships,Grateful (Love) Flow,,,+1s,In our last few +1s we talked about a few Tools Phil Stutz encouraged me to consider employing as I prepared to launch our inaugural Heroic Coach program.
Relationships,Watering the Things That Matter,,,+1s,"As we’ve discussed, I’m not the best gardener. Nor am I the handiest of men. (And let’s not forget that I’m pretty bad in the kitchen as well, eh? 🤓)"
Relationships,Whineysaurus Part X,,,+1s,"Not too long ago, we talked about The Mystery of the Hairy Fingers. That +1 featured the prickly little guys that got lodged in Emerson’s hand after a little slip on the Trail and ended with us laughing about it all."
